Section,SetId,EffectiveTime,Version,Abbreviation,Long Form,,,
adverseReaction,a00f9c78-ebe9-4afd-b4c4-dceaa7eb27e9,10/15/2009,1,AHS,Anticonvulsant Hypersensitivity Syndrome,,,
adverseReaction,919811b8-c435-44fe-8bb2-827659c3af4e,12/20/2010,158,for EPS,from those trials on the Simpson-Angus Rating Scale,,,
adverseReaction,919811b8-c435-44fe-8bb2-827659c3af4e,12/20/2010,158,EPS,extrapyramidal syndrome,,,
adverseReaction,919811b8-c435-44fe-8bb2-827659c3af4e,12/20/2010,158,BMI,body mass index,,,
adverseReaction,919811b8-c435-44fe-8bb2-827659c3af4e,12/20/2010,158,EPS,Extrapyramidal Symptoms,,,
adverseReaction,8a5982c6-825f-4d05-90f5-1519a7291d15,1/9/2007,1,PTT,partial thromboplastin time,,,
adverseReaction,8a5982c6-825f-4d05-90f5-1519a7291d15,1/9/2007,1,MI,myocardial infarction,,,
adverseReaction,8a5982c6-825f-4d05-90f5-1519a7291d15,1/9/2007,1,celite ACT,celite Activated Clotting Time,,,
adverseReaction,CB157743-E18D-F030-3EA3-813FBCD73851,11/4/2008,1,EPS,extrapyramidal symptoms,,,
adverseReaction,CB157743-E18D-F030-3EA3-813FBCD73851,11/4/2008,1,TTP,Thrombocytopenic Purpura,,,
adverseReaction,f91f551e-926f-440d-83d2-357e9d7484fe,8/18/2010,2,EPS,extrapyramidal symptoms,,,
adverseReaction,c1302f06-f0f0-407e-817a-52ceb53abb3c,3/1/2010,2,BUN,blood urea nitrogen,,,
adverseReaction,903939b3-a01d-4593-85ca-cfe8d4d48d3e,12/15/2010,2,ALT,as follows:                   Hepatic–elevated SGPT,,,
adverseReaction,92ae1de4-6b27-4f03-acb5-7170664f67cb,9/11/2006,1,IOP,intraocular pressure,,,
adverseReaction,92ae1de4-6b27-4f03-acb5-7170664f67cb,9/11/2006,1,bacterial,been reported following local use of corticosteroids.The development of secondary ocular infection,,,
adverseReaction,de358060-f54a-4f36-a0d5-3f34122aba53,3/12/2012,1415,one patient,of >3.5 x ULN occurred in 0.1% of patients taking TEVETEN®,,,
adverseReaction,9a3ca129-d6f0-47e4-9f79-f7f9b3fd8692,4/21/2010,3,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,0078fb3d-3595-4ae1-a059-1d5e81c879cf,5/17/2012,1,TTP,thrombocytopenic purpura,,,
adverseReaction,5958bb43-6967-4f15-9bd1-7f06340527ff,10/1/2011,4,EPS,extrapyramidal symptoms,,,
adverseReaction,db16d6b9-3b89-431d-97f9-9b4a8300e913,3/19/2010,3,PONV,postoperative nausea and vomiting,,,
adverseReaction,b4cfa459-c1c3-4fe2-ac2d-afeea2b96cca,8/29/2011,3,ANA,antinuclear antibodies,,,
adverseReaction,4AD759F3-72DD-412E-9500-055335CDA6CF,5/3/2007,1,ALT,alanine aminotransferase,,,
adverseReaction,4AD759F3-72DD-412E-9500-055335CDA6CF,5/3/2007,1,AST,aspartate aminotransferase,,,
adverseReaction,4db25db3-0494-4b5d-a5e1-c55a12395bb2,6/9/2010,1,IOP,intraocular  pressure,,,
adverseReaction,7b958f28-958e-45f9-9cf6-81d4eb753ad4,12/31/2011,6,Syndrome,Syndromeand PRECAUTIONS: Information for the Patients,,,
adverseReaction,e0917960-87bf-4650-b60b-64bef2ccc4d6,2/15/2012,1,TSH,thyrotropin stimulating hormone,,,
adverseReaction,4b114460-7a1c-11df-8b19-0002a5d5c51b,6/22/2010,1,Spray,sprays/nostril twice daily,,,
adverseReaction,2ab4878e-cbe0-46f8-a9fc-e70945a352ed,5/4/2010,1,EEG,electroencephalogram,,,
adverseReaction,f0eaf0b6-a300-47e3-ad5d-b0b5779efa87,9/27/2011,6,BUN,blood urea nitrogen,,,
adverseReaction,40fa9a7d-749a-46c5-931c-4e187f7a00df,12/28/2011,3423,NAION,Non-arteritic anterior ischemic optic neuropathy,,,
adverseReaction,40fa9a7d-749a-46c5-931c-4e187f7a00df,12/28/2011,3423,PH,pulmonary hypertension,,,
adverseReaction,40fa9a7d-749a-46c5-931c-4e187f7a00df,12/28/2011,3423,PDE5,phosphodiesterase type 5,,,
adverseReaction,2a6f411f-fdfa-42b1-ad90-17a288f2a4a2,3/1/2010,3,GI,Gastrointestinal,,,
adverseReaction,caa123c0-462e-463f-a831-671783febfa9,6/22/2011,2,EPS,extrapyramidal symptoms,,,
adverseReaction,caa123c0-462e-463f-a831-671783febfa9,6/22/2011,2,TTP,Thrombocytopenic Purpura,,,
adverseReaction,99b9019c-f650-5465-5edf-80f656d06611,6/29/2009,2,see,should be monitored frequently,,,
adverseReaction,c8683c04-0e54-4e97-992b-55c2d605793c,11/12/2008,3,GI,Gastrointestinal,,,
adverseReaction,2DBA6C8E-3C51-4762-AE27-DCD760783F9B,11/5/2008,2,rare,rechallenge of drug after withdrawal due to rash,,,
adverseReaction,2af28649-2553-4bcc-9cb1-c73f7cec76d5,6/22/2012,4,AST,aspartate transaminase,,,
adverseReaction,2af28649-2553-4bcc-9cb1-c73f7cec76d5,6/22/2012,4,ALT,alanine transaminase,,,
adverseReaction,944349ca-7cdb-441a-8fd0-b8616857d338,5/18/2010,1,Spray,sprays/nostril twice daily,,,
adverseReaction,4c41944c-efcb-4a80-b13b-92978ceacf63,1/4/2012,3470,IPSC,Independent Pediatric Safety Committee,,,
adverseReaction,4c41944c-efcb-4a80-b13b-92978ceacf63,1/4/2012,3470,cUTI,complicated urinary tract infections,,,
adverseReaction,b52e2905-f906-4c46-bb24-2c7754c5d75b,12/15/2008,1,about 1%,about 1.5% of patients and was not significantly different from placebo,,,
adverseReaction,f0c3cafa-8985-4dac-9be1-a92454a4ef6e,8/8/2011,5,EEG,electroencephalogram,,,
adverseReaction,f0c3cafa-8985-4dac-9be1-a92454a4ef6e,8/8/2011,5,ECG,electrocardiogram,,,
adverseReaction,B1A6DDA1-8753-4CC5-A5BF-4E0AEE25CEDF,1/17/2008,2,IPSC,Independent Pediatric Safety Committee,,,
adverseReaction,B1A6DDA1-8753-4CC5-A5BF-4E0AEE25CEDF,1/17/2008,2,cUTI,complicated urinary tract infections,,,
adverseReaction,0e39a110-6e65-ee4c-1d8d-eac2ae62225a,4/13/2011,5,TEN,toxic epidermal necrolysis,,,
adverseReaction,A3C3048F-81A7-4A86-8A06-F1F00909F6D1,12/21/2006,2,AST,aspartate transaminase,,,
adverseReaction,A3C3048F-81A7-4A86-8A06-F1F00909F6D1,12/21/2006,2,ALT,alanine transaminase,,,
adverseReaction,7e5649da-75be-4a42-8eeb-4aeba562c401,5/9/2012,12,SAEs,serious AEs,,,
adverseReaction,7e5649da-75be-4a42-8eeb-4aeba562c401,5/9/2012,12,B19V,B19 virus,,,
adverseReaction,7e5649da-75be-4a42-8eeb-4aeba562c401,5/9/2012,12,HBV,hepatitis B virus,,,
adverseReaction,7e5649da-75be-4a42-8eeb-4aeba562c401,5/9/2012,12,ARDS,Acute Respiratory Distress Syndrome,,,
adverseReaction,7e5649da-75be-4a42-8eeb-4aeba562c401,5/9/2012,12,HIV,human immunodeficiency virus,,,
adverseReaction,7e5649da-75be-4a42-8eeb-4aeba562c401,5/9/2012,12,HCV,hepatitis C virus,,,
adverseReaction,a7048c81-6769-436b-8397-fbaa7489fcdf,7/16/2008,3,ANA,antinuclear antibodies,,,
adverseReaction,cd742c16-c003-4c4c-8fa0-a3b4d0158383,7/9/2010,3,EPS,extrapyramidal symptoms,,,
adverseReaction,e360bc09-c9b4-4dcc-974f-c26e3194bd40,12/12/2011,1,EXCEL,Expanded Clinical Evaluation Of Lovastatin,,,
adverseReaction,fae9b5cc-f32f-4e60-91f0-efbb53c1c880,1/7/2010,3,NMS,neuroleptic malignant syndrome,,,
adverseReaction,fae9b5cc-f32f-4e60-91f0-efbb53c1c880,1/7/2010,3,EPS,Extrapyramidal Reactions,,,
adverseReaction,77589cc3-c440-4695-800c-82a0e5128a6c,5/18/2012,6,MTOPS,Medical Therapy of Prostatic Symptoms,,,
adverseReaction,2096a07e-8601-4bdc-ba5a-338a40cd02e9,5/1/2012,1,Table 3,the laboratory abnormalities described for Study 934,,,
adverseReaction,9c983da1-a8e0-479e-8816-5d5668ea242e,9/5/2011,4,TEN,toxic epidermal necrolysis,,,
adverseReaction,e5407ed7-794c-401c-9a5d-b221722aa22f,9/1/2011,12,EPS,extrapyramidal symptoms,,,
adverseReaction,3bb1b5bf-cd3d-43bd-8543-07426e45df1a,8/30/2010,1,EPS,extrapyramidal symptoms,,,
adverseReaction,f56aec67-c662-477c-b866-bfc23e8809cf,8/18/2011,2,ECL,electrochemiluminescence,,,
adverseReaction,0b46314b-604d-48ed-9d31-83a18ef4134c,2/25/2010,1,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,2fbc01fb-b787-4ff1-bb9f-280dfe975531,9/22/2010,1,TSH,thyrotropin stimulating hormone,,,
adverseReaction,ee03507b-cb35-4fe9-ae7b-85ea89f876f0,2/10/2012,6,PGTC,primary generalized tonic-clonic,,,
adverseReaction,f6f3c339-2c9d-4d07-14a1-6d6c7daf26c6,5/18/2012,12,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,739dcf8a-ed73-5eb0-899b-7e51cb73c335,10/23/2011,8,EPS,extrapyramidal symptoms,,,
adverseReaction,9a6df709-e016-44e1-8e1d-dea46689c3c8,9/21/2010,2,GI,gastrointestinal,,,
adverseReaction,76678031-5373-498b-b59d-195705e6ac69,4/26/2010,4,BUN,blood urea nitrogen,,,
adverseReaction,424c69ef-b5a4-4480-98f1-6c8bed9cbcf2,12/15/2010,147,i.e.,is being recommended,,,
adverseReaction,15BBBE18-9865-40F3-B8A3-05730193BF62,11/5/2008,1,EPS,extrapyramidal symptoms,,,
adverseReaction,15BBBE18-9865-40F3-B8A3-05730193BF62,11/5/2008,1,TTP,Thrombocytopenic Purpura,,,
adverseReaction,e9cf9dc8-ed41-47d7-9314-7e09e163f8f0,5/18/2012,16,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,C0FCB440-2C9F-4841-B164-5AB7168D81D9,3/16/2009,1,WHO,World Health Organization,,,
adverseReaction,d7962180-0c2b-ad3a-2404-05ef6400aac7,11/1/2003,1,SIADH,syndrome of inappropriate antidiuretic hormone,,,
adverseReaction,5f0bdf9d-fa78-45e8-913a-81beff57cf34,2/27/2012,15,EPS,extrapyramidal symptoms,,,
adverseReaction,5f0bdf9d-fa78-45e8-913a-81beff57cf34,2/27/2012,15,TTP,Thrombocytopenic Purpura,,,
adverseReaction,28fa8921-7546-4681-89ab-9ec32695e701,5/6/2010,2,EEG,electroencephalogram,,,
adverseReaction,28fa8921-7546-4681-89ab-9ec32695e701,5/6/2010,2,ECG,electrocardiogram,,,
adverseReaction,f8035130-1a60-4ba3-a9be-b1a739c946db,8/18/2011,1,GI,Gastrointestinal,,,
adverseReaction,187cee88-8cdb-48b9-bd2d-5144ad322f1c,8/12/2011,13,about 1%,about 1.5% of patients and was not significantly different from placebo,,,
adverseReaction,5aa18b0b-4688-493a-a5ae-cb056ea6c0e3,4/23/2012,1,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,4F266BF9-05BA-45BD-F683-D156C06D9ACC,11/9/2006,1,ANA,antinuclear antibodies,,,
adverseReaction,aa756b80-11eb-4f67-abb8-8babcee728b2,7/8/2010,4,PML,progressive multifocal leukoencephalopathy,,,
adverseReaction,aa756b80-11eb-4f67-abb8-8babcee728b2,7/8/2010,4,PRES,posterior reversible encephalopathy syndrome,,,
adverseReaction,2d8fbab4-d7a7-4f4f-bbcc-56e603f72f73,3/14/2012,2,SIADH,syndrome of inappropriate antidiuretic hormone,,,
adverseReaction,A51DC88F-C298-402E-B204-618609A4721C,10/17/2008,3,INR,international normalized ratio,,,
adverseReaction,A51DC88F-C298-402E-B204-618609A4721C,10/17/2008,3,ABECB,acute bacterial exacerbation of chronic bronchitis,,,
adverseReaction,A51DC88F-C298-402E-B204-618609A4721C,10/17/2008,3,CAP,community acquired pneumonia,,,
adverseReaction,300946bf-2f83-471d-868d-9820b65c52bb,7/23/2011,1,i.e.,increased relative to placebo,,,
adverseReaction,75bf15c1-ffd8-46d3-8252-60b51e036794,7/25/2011,2,WHO,World Health Organization,,,
adverseReaction,16ef6920-00cf-4c98-b449-c781d84b5dcc,3/11/2010,2,BUN,blood urea nitrogen,,,
adverseReaction,0ecdade5-571e-4082-bbca-106723379f6a,6/8/2011,1,IPSC,Independent Pediatric Safety Committee,,,
adverseReaction,0ecdade5-571e-4082-bbca-106723379f6a,6/8/2011,1,cUTI,complicated urinary tract infections,,,
adverseReaction,89dd7e24-85fc-4152-89ea-47ec2b48a1ed,8/1/2011,6,RLS,restless legs syndrome,,,
adverseReaction,89dd7e24-85fc-4152-89ea-47ec2b48a1ed,8/1/2011,6,SSRIs,selective serotonin reuptake inhibitors,,,
adverseReaction,89dd7e24-85fc-4152-89ea-47ec2b48a1ed,8/1/2011,6,NPN,non-protein nitrogen,,,
adverseReaction,f8f80fca-32b7-4fba-b0ab-e87530bc36b6,3/22/2010,1,0.90%, N=5,insomnia (0.9%, N=5); nausea,
adverseReaction,f8f80fca-32b7-4fba-b0ab-e87530bc36b6,3/22/2010,1,0.60%, N=3,pain (0.6%, N=3); fatigue,
adverseReaction,28eefc95-d92e-4555-b6c5-2933860b0610,7/2/2012,1,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,29980caf-43b4-4efe-a310-bf52150cc6a6,8/25/2010,1,IPSC,Independent Pediatric Safety Committee,,,
adverseReaction,29980caf-43b4-4efe-a310-bf52150cc6a6,8/25/2010,1,cUTI,complicated urinary tract infections,,,
adverseReaction,23c702e2-3abc-4d7d-b88f-a089e2179f42,8/9/2011,2,0.90%, N=5,insomnia (0.9%, N=5); nausea,
adverseReaction,23c702e2-3abc-4d7d-b88f-a089e2179f42,8/9/2011,2,0.60%, N=3,pain (0.6%, N=3); fatigue,
adverseReaction,e6e34c18-fbc6-4cab-9aed-0905d93c2ab6,7/16/2012,3,MedDRA’s,Medical Dictionary for Regulatory Activities,,,
adverseReaction,6ed06682-7507-4c11-a782-42e694c21b53,2/21/2012,1,GI,Gastrointestinal,,,
adverseReaction,8cf65b07-115e-4499-92c4-5f16792a954d,8/11/2010,1,ALT,alanine aminotransferase,,,
adverseReaction,8cf65b07-115e-4499-92c4-5f16792a954d,8/11/2010,1,AST,aspartate aminotransferase,,,
adverseReaction,a65bf275-09f0-4f1f-983b-fd4e170a550b,3/23/2012,3698,BUN,blood urea nitrogen,,,
adverseReaction,a6bb4f0a-1555-4550-a7a4-99609674b1e7,2/16/2012,4,RLS,restless legs  syndrome,,,
adverseReaction,a6bb4f0a-1555-4550-a7a4-99609674b1e7,2/16/2012,4,SSRIs,selective serotonin reuptake inhibitors,,,
adverseReaction,a6bb4f0a-1555-4550-a7a4-99609674b1e7,2/16/2012,4,NPN,non-protein nitrogen,,,
adverseReaction,e8979bdc-eae4-4db9-ab70-68e078a9c661,6/1/2011,1,BUN,blood urea nitrogen,,,
adverseReaction,302da2e0-3538-42fd-b712-45725a790fb0,11/16/2011,4,AST,aspartate transaminase,,,
adverseReaction,302da2e0-3538-42fd-b712-45725a790fb0,11/16/2011,4,ALT,alanine transaminase,,,
adverseReaction,d7c6da26-42a7-4743-be02-3a233434eef2,5/14/2012,6,NMS,Neuroleptic malignant syndrome,,,
adverseReaction,e5073974-ff27-4620-8b4b-79729a957b11,7/28/2011,4,i.e.,into a limited,,,
adverseReaction,3e1a6613-bdd3-4261-93b3-d7f5cc09064b,3/14/2011,7,SOC,system organ class,,,
adverseReaction,a31fd109-d0fd-4ab9-ba98-a3d64333c18d,3/31/2010,2,HDL,high-density lipoprotein,,,
adverseReaction,08098cb2-c048-4640-f387-6beec4a38936,10/29/2011,13,EE,Erosive Esophagitis,,,
adverseReaction,08098cb2-c048-4640-f387-6beec4a38936,10/29/2011,13,TEN,toxic epidermal necrolysis,,,
adverseReaction,08098cb2-c048-4640-f387-6beec4a38936,10/29/2011,13,CK,creatine kinase,,,
adverseReaction,2492d5f6-00b0-42c9-a793-2be83ea81ad1,9/21/2011,3,ANA,antinuclear antibodies,,,
adverseReaction,f03f5ae4-e698-417c-b033-b59249768fe2,6/27/2011,1,IPSC,Independent Pediatric Safety Committee,,,
adverseReaction,34efe868-f01a-49c7-ab02-9f659b1689f8,11/27/2007,6,Trials,trials,,,
adverseReaction,34efe868-f01a-49c7-ab02-9f659b1689f8,11/27/2007,6,i.e.,into a limited,,,
adverseReaction,b8b4539b-31d1-40cb-b284-86cf8b16522a,1/7/2010,2,LDL,low-density lipoprotein,,,
adverseReaction,b8b4539b-31d1-40cb-b284-86cf8b16522a,1/7/2010,2,HDL,high-density lipoprotein,,,
adverseReaction,d4243a76-516c-417e-80ba-444a21ecc688,9/1/2011,3,URI,upper respiratory infection,,,
adverseReaction,fe7e0c86-8007-4af5-965c-184c6dbce17d,7/1/2011,1,PGTC,primary generalized tonic-clonic,,,
adverseReaction,3b95acd8-1cce-4b76-9cb2-6e9ea40e54b1,2/21/2007,1,LE,lupus erythematosus,,,
adverseReaction,627146d8-fa8e-4c8b-b703-29ee080a6d5b,3/30/2012,20,Edema,edema,,,
adverseReaction,54b203a6-0a3e-4990-906e-50a2e1fd0b6f,12/14/2011,3,MedDRA’s,Medical Dictionary for Regulatory Activities,,,
adverseReaction,13b059c6-0c6c-49a5-b985-a4b05caf9ac9,4/10/2012,1423,TEN,Toxic epidermal necrolysis,,,
adverseReaction,6b098fd2-b0ee-42f9-97bc-837768dc4788,9/27/2011,2,BUN,blood urea nitrogen,,,
adverseReaction,0d3e4f7c-0ce1-4631-a801-e3812f7dd456,1/9/2012,1,NPN,non-protein nitrogen,,,
adverseReaction,5ad9b285-4963-47fc-9b48-7e46b83aaa84,2/20/2012,1,BUN,blood urea nitrogen,,,
adverseReaction,8198f921-5dea-4077-938e-010269fb7abe,5/26/2010,9,CHO,Chinese Hamster Ovary,,,
adverseReaction,8198f921-5dea-4077-938e-010269fb7abe,5/26/2010,9,PTP,Previously Treated Patients,,,
adverseReaction,8198f921-5dea-4077-938e-010269fb7abe,5/26/2010,9,PUP,Previously Untreated Patients,,,
adverseReaction,8198f921-5dea-4077-938e-010269fb7abe,5/26/2010,9,SOC,System Organ Class,,,
adverseReaction,697948e4-9807-4dc0-acc9-b9a3b5fa2f12,5/16/2012,2,ALT,abnormalities in measures of hepatocellular function,,,
adverseReaction,EA623E21-E9FD-4EF1-843B-82CBC05AF5BF,3/31/2007,1,rare,ReactionsHematologic Reactionsaplastic anemia,,,
adverseReaction,A6CA918F-D031-4601-31A4-1848B580F2F0,8/7/2006,1,ddI,didanosine,,,
adverseReaction,A6CA918F-D031-4601-31A4-1848B580F2F0,8/7/2006,1,ZDV,zidovudine,,,
adverseReaction,a21163d6-e1b9-4490-bce3-751e0823797c,11/1/2011,8,IFIS,Intraoperative Floppy Iris Syndrome,,,
adverseReaction,924413e8-924e-4001-ba9c-b86a3dab9b21,12/16/2010,151,NMS,Neuroleptic Malignant  Syndrome,,,
adverseReaction,9ac8b9fe-dfb9-0151-30b3-f9da72d74ac2,2/9/2012,10,HCTZ,hydrochlorothiazide,,,
adverseReaction,9ac8b9fe-dfb9-0151-30b3-f9da72d74ac2,2/9/2012,10,BUN,blood urea nitrogen,,,
adverseReaction,a2d29601-21aa-4e78-a725-6c1ea982e3ac,4/7/2010,1,ANA,antinuclear antibodies,,,
adverseReaction,1c5178c9-270f-4a5b-a52b-68a56972f035,5/29/2012,13,HPS,Heart Protection Study,,,
adverseReaction,59bfb7f9-400c-4bcd-88cc-edde4b1e8189,4/27/2010,1,CSOM,Chronic Suppurative Otitis Media,,,
adverseReaction,6E9A6C82-9F25-4C71-B09A-929BD5D7B1CF,1/23/2008,1,about 1%,about 1.5% of patients and was not significantly different from placebo,,,
adverseReaction,84AFE6C1-378C-4444-9D57-7444D8916ABA,8/2/2007,2,WHO,World Health Organization,,,
adverseReaction,9c5d9912-68d9-4222-937a-ee8d1d8b61d7,11/8/2010,5,BUN,blood urea nitrogen,,,
adverseReaction,3ef42b6a-42d3-468d-afb5-68aaf8dd3f3f,11/3/2011,2,SSRIs,selective serotonin reuptake inhibitors,,,
adverseReaction,808c5c03-9fd7-4d8b-b4d0-57c7527b42df,5/11/2012,1,SPARCL,Stroke Prevention by Aggressive Reduction in Cholesterol Levels,,,
adverseReaction,808c5c03-9fd7-4d8b-b4d0-57c7527b42df,5/11/2012,1,TNT,to New Targets Study,,,
adverseReaction,808c5c03-9fd7-4d8b-b4d0-57c7527b42df,5/11/2012,1,IDEAL,Incremental Decrease in Endpoints through Aggressive Lipid Lowering Study,,,
adverseReaction,808c5c03-9fd7-4d8b-b4d0-57c7527b42df,5/11/2012,1,TIA,transient ischemic attack,,,
adverseReaction,808c5c03-9fd7-4d8b-b4d0-57c7527b42df,5/11/2012,1,ASCOT,Anglo-Scandinavian Cardiac Outcomes Trial,,,
adverseReaction,808c5c03-9fd7-4d8b-b4d0-57c7527b42df,5/11/2012,1,CARDS,Collaborative Atorvastatin Diabetes Study,,,
adverseReaction,24d10449-2936-4cd3-b7db-a7683db721e4,6/6/2012,14,ECG,Electrocardiogram,,,
adverseReaction,24d10449-2936-4cd3-b7db-a7683db721e4,6/6/2012,14,GI,Gastrointestinal,,,
adverseReaction,24d10449-2936-4cd3-b7db-a7683db721e4,6/6/2012,14,HSRs,Hypersensitivity Reactions,,,
adverseReaction,63643535-0aa4-4cb3-870b-93933e48b9c1,10/25/2007,1,SSRIs,selective serotonin reuptake inhibitors,,,
adverseReaction,91666161-880e-4a69-95f0-6f18314ea999,8/31/2010,1,HDL,High Density Lipoprotein,,,
adverseReaction,f91d9ce0-299e-4d48-a4e7-cb5b87bbae99,7/21/2007,1,COSTART,classified into standard dictionary,,,
adverseReaction,deafd195-7a1b-4ad8-a371-2cd9f433dea5,9/29/2011,5,BUN,blood urea nitrogen,,,
adverseReaction,b5d286ce-e23f-4dde-b400-cb4832172ece,1/4/2012,3472,EEG,electroencephalogram,,,
adverseReaction,ade6b84a-e95b-0a49-3296-f56208fdf35b,10/25/2010,2,NAT,nucleic acid testing,,,
adverseReaction,ade6b84a-e95b-0a49-3296-f56208fdf35b,10/25/2010,2,PE,pulmonary embolism,,,
adverseReaction,ade6b84a-e95b-0a49-3296-f56208fdf35b,10/25/2010,2,ARDS,Acute Respiratory Distress Syndrome,,,
adverseReaction,cec47488-ebad-4a3a-904c-e916b432e2cf,3/5/2012,3613,IBS,irritable bowel syndrome,,,
adverseReaction,cec47488-ebad-4a3a-904c-e916b432e2cf,3/5/2012,3613,BPH,benign prostatic hypertrophy,,,
adverseReaction,cec47488-ebad-4a3a-904c-e916b432e2cf,3/5/2012,3613,AUR,Acute urinary retention,,,
adverseReaction,cec47488-ebad-4a3a-904c-e916b432e2cf,3/5/2012,3613,OAB,overactive bladder,,,
adverseReaction,af558603-15f3-43e4-9ee5-9d38d59ef1c1,1/19/2012,3,IFIS,Intraoperative Floppy Iris Syndrome,,,
adverseReaction,af558603-15f3-43e4-9ee5-9d38d59ef1c1,1/19/2012,3,PSA,prostate-specific antigen,,,
adverseReaction,424a34e0-9100-4232-8de6-bc90c21e6b3f,9/1/2011,2,ANA,antinuclear antibodies,,,
adverseReaction,634ec8e3-6d83-4cb2-90a3-fc9c973b06bf,6/25/2012,6,SPARCL,Stroke Prevention by Aggressive Reduction in Cholesterol Levels,,,
adverseReaction,634ec8e3-6d83-4cb2-90a3-fc9c973b06bf,6/25/2012,6,TNT,to New Targets Study,,,
adverseReaction,634ec8e3-6d83-4cb2-90a3-fc9c973b06bf,6/25/2012,6,IDEAL,Incremental Decrease in Endpoints through Aggressive Lipid Lowering Study,,,
adverseReaction,634ec8e3-6d83-4cb2-90a3-fc9c973b06bf,6/25/2012,6,TIA,transient ischemic attack,,,
adverseReaction,634ec8e3-6d83-4cb2-90a3-fc9c973b06bf,6/25/2012,6,ASCOT,Anglo-Scandinavian Cardiac Outcomes Trial,,,
adverseReaction,634ec8e3-6d83-4cb2-90a3-fc9c973b06bf,6/25/2012,6,CARDS,Collaborative Atorvastatin Diabetes Study,,,
adverseReaction,e72a2768-815f-47bf-b2f9-16a93dd10684,6/23/2010,1,EPS,extrapyramidal symptoms,,,
adverseReaction,4b8fcce1-abfc-4631-9975-9d66e178dab6,10/27/2009,1,i.e.,into a limited,,,
adverseReaction,9abf41f1-66f9-4be4-a6d7-6c9aa0d5d387,11/4/2010,448,about 1%,about 1.5% of patients and was not  significantly different from placebo,,,
adverseReaction,a591e33a-52f0-41c8-a00b-4a1afcc3dc4c,1/4/2011,4,EEG,electroencephalogram,,,
adverseReaction,ca37f71a-6261-4ada-9d4b-368329aa439a,6/2/2010,1,SIADH,syndrome of inappropriate antidiuretic hormone,,,
adverseReaction,8438b406-9259-46d1-b26a-90fdcb5cbc50,5/11/2010,1,SIADH,syndrome of inappropriate antidiuretic hormone,,,
adverseReaction,4c8a0544-5e03-47e3-9236-c9646a841e9b,1/24/2011,2,TEN,toxic epidermal necrolysis,,,
adverseReaction,b7db52f1-1fed-480e-84d8-4d1adaa8c32b,8/16/2011,1,IFIS,Intraoperative Floppy Iris Syndrome,,,
adverseReaction,c7750b68-b3d8-45fa-b134-bf75f6ac510e,1/19/2010,2,HCTZ,hydrochlorothiazide,,,
adverseReaction,c7750b68-b3d8-45fa-b134-bf75f6ac510e,1/19/2010,2,BUN,blood urea nitrogen,,,
adverseReaction,72f82e7c-fdfb-4d54-8161-944ba00b700e,12/21/2011,3,EE,Erosive Esophagitis,,,
adverseReaction,72f82e7c-fdfb-4d54-8161-944ba00b700e,12/21/2011,3,TEN,toxic epidermal necrolysis,,,
adverseReaction,72f82e7c-fdfb-4d54-8161-944ba00b700e,12/21/2011,3,CK,creatine kinase,,,
adverseReaction,2632b547-2e13-447f-ac85-c774e437d6a8,12/6/2010,9,WHO,World Health Organization,,,
adverseReaction,96425d91-cfe1-477d-a130-b58c330ca8a3,2/15/2012,3,IFIS,Intraoperative Floppy Iris Syndrome,,,
adverseReaction,9485cc30-15e8-4b53-876d-db317145474b,8/12/2009,1,TSH,thyrotropin stimulating hormone,,,
adverseReaction,1086a7b4-b89b-4bee-8120-5f752626c046,12/28/2010,1,LMWH,low molecular weight heparin,,,
adverseReaction,AEC4204D-8A0C-443A-AAD1-1958DB28C60D,1/24/2008,1,WHO,World Health Organization,,,
adverseReaction,AEC4204D-8A0C-443A-AAD1-1958DB28C60D,1/24/2008,1,SSRIs,selective serotonin reuptake inhibitors,,,
boxedWarning,C0336606-7366-41CE-9CEF-AA6524B92B11,1/27/2009,4,NSAID,nonsteroidal anti-inflammatory drug,,,
boxedWarning,C0336606-7366-41CE-9CEF-AA6524B92B11,1/27/2009,4,CABG,coronary artery bypass graft,,,
boxedWarning,d471d6b5-2a16-41a0-9058-cbe5dfa3011f,5/27/2008,3,MI,myocardial infarction,,,
boxedWarning,d471d6b5-2a16-41a0-9058-cbe5dfa3011f,5/27/2008,3,GI,gastrointestinal,,,
boxedWarning,d471d6b5-2a16-41a0-9058-cbe5dfa3011f,5/27/2008,3,CABG,coronary artery bypass graft,,,
boxedWarning,c8c74af4-cac5-4cde-ab68-3f3647c5cb99,8/17/2011,10,SJS,STEVENS-JOHNSON SYNDROME,,,
boxedWarning,c8c74af4-cac5-4cde-ab68-3f3647c5cb99,8/17/2011,10,TEN,TOXIC EPIDERMAL NECROLYSIS,,,
boxedWarning,b764c8b8-7e23-4016-830f-68312d84f3d3,1/12/2006,1,CAF,chronic atrial fibrillation,,,
